# Zrodlo danych: PharmaTrack Sell-Out Panel PL (panel aptek)
# Eksport wygenerowany: 2026-04-01 03:14:22
# Okres deklarowany: 2026-03
# Separator pol: | ; kodowanie: UTF-8 ; separator dziesietny: przecinek
# UWAGA: eksport wykonany w dwoch przebiegach - load_id L20260401A oraz L20260401B
# typ_transakcji: SPRZEDAZ | ZWROT | PROMO
load_id|data_sprzedazy|apteka_id|nazwa_apteki|wojewodztwo|kanal|ean|nazwa_produktu|opakowania|wartosc_pln|typ_transakcji
L20260401A|16.03.2026|APT-000087|PharmaPlus 1343|mazowieckie|sieciowa|5909991234585|Magnovit B6 50 tabl.|1|18,13|SPRZEDAZ
L20260401A|04.03.2026|APT-000047|Melisa 1229|wielkopolskie|SIEĆ |5909991234578|VITARIS D3 4000|1|31,43|SPRZEDAZ
L20260401A|2026-03-03|0000057|Dbam o Zdrowie Plus 1203|dolnoslaskie|Sieć|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|24,46|SPRZEDAZ
L20260401A|2026-04-01|412|PharmaPlus 1014|slaskie|sieciowa|5909991234561|VITARIS D3 2000 J.M.|2|50,27|SPRZEDAZ
L20260401A|2026-03-25|0000211|Apteka Zielona 1114|mazowieckie|INDYW|5909991234561|VITARIS D3 2000|1|25,92 PLN|SPRZEDAZ
L20260401A|2026-03-13|APT-000125|Apteka Centrum 1010|slaskie|indyw|5909991234561|VITARIS D3 2000|2|48,55|SPRZEDAZ
L20260401B|2026-03-09|254|Dbam o Zdrowie Plus 1153|dolnoslaskie|SIEC|5909991234561|VITARIS D3 2000|1|25,02|SPRZEDAZ
L20260401A|2026-03-24|APT-000347|Apteka Salus 1074|mazowieckie|niezalezna|5909991234585|MAGNOVIT B-6|1|17,81 PLN|SPRZEDAZ
L20260401A|06.03.2026|249|Apteka pod Lipa 1080|slaskie|indyw|5909991234561|VITARIS D3 2000|2|48,21|SPRZEDAZ
L20260401A|2026-03-19|APT-000154|Dbam o Zdrowie Plus 1144|dolnoslaskie|sieciowa|5909991234585|MAGNOVIT B6|1|18,54|SPRZEDAZ
L20260401A|2026-03-31|APT-000046|Apteka Rodzinna 1052|pomorskie|indyw|5909991234585|MAGNOVIT B6|3|58,67|SPRZEDAZ
L20260401A|2026-03-11|APT-000363|Apteka Hygieia 1031|dolnoslaskie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|1|19,34 PLN|SPRZEDAZ
L20260401A|2026-03-03|59|Apteka Vita 1152|slaskie|INDYW|5909991234585|MAGNOVIT B-6|1|18,44|SPRZEDAZ
L20260401A|2026-03-23|APT-000211|Apteka Zielona 1114|mazowieckie|Indywidualna|5909991234578|VITARIS D3 4000|1|31,98 PLN|SPRZEDAZ
L20260401A|2026-03-14|APT-000313|Apteka Sloneczna 1145|dolnoslaskie|niezalezna|5909991234561|VITARIS D3 2000|2|51,46|SPRZEDAZ
L20260401A|2026-03-25|0000165|Apteka Centrum 1043|slaskie|Indywidualna|5909991234561|VITARIS D3 2000 J.M.|4|103,34|SPRZEDAZ
L20260401A|2026-03-18|APT-000110|PharmaPlus 1326|pomorskie|SIEĆ |5909991234608|ALLERTIS 10|2|29,02|SPRZEDAZ
L20260401A|17.03.2026|APT-000242|Dbam o Zdrowie Plus 1024|wielkopolskie|siec|5909991234578|VITARIS D3 4000|1|32,06|SPRZEDAZ
L20260401A|2026-03-09|APT-000400|Apteka Nowa 1188|malopolskie|niezalezna|5909991234561|VITARIS D3 2000|2|52,33|SPRZEDAZ
L20260401A|2026-03-04|APT-000040|PharmaPlus 1367|wielkopolskie|siec|5909991234561|VITARIS D3 2000|1|23,70|SPRZEDAZ
L20260401A|2026-03-11|223|Apteka pod Lipa 1185|dolnoslaskie|indyw|5909991234578|VITARIS D3 4000|3|97,64|SPRZEDAZ
L20260401A|03.03.2026|255|Apteka Rodzinna 1329|mazowieckie|indyw|5909991234592|GINKOMAX 120|1|29,11|SPRZEDAZ
L20260401A|2026-03-03|APT-000047|Melisa 1229|wielkopolskie|sieciowa|5909991234561|VITARIS D3 2000|1|24,73 PLN|SPRZEDAZ
L20260401B|2026-03-04|254|Dbam o Zdrowie Plus 1153|dolnoslaskie|SIEĆ |5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|31,83|SPRZEDAZ
L20260401A|2026-03-02|APT-000283|Apteka Zdrowie 1280|malopolskie|SIEC|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|4|95,04 PLN|SPRZEDAZ
L20260401A|2026-03-17|272|PharmaPlus 1279|malopolskie|SIEĆ |5909991234561|VITARIS D3 2000|1|25,84|SPRZEDAZ
L20260401A|2026-02-27|70|Apteka Familijna 1292|mazowieckie|siec|5909991234592|GINKOMAX 120MG|1|30,57|SPRZEDAZ
L20260401A|28/03/2026|APT-000250|PharmaPlus 1146|wielkopolskie|SIEC|5909991234578|VITARIS D3 4000 J.M.|1|32,71|SPRZEDAZ
L20260401A|2026-03-20|APT-000229|Apteka Centrum 1132|pomorskie|indyw|5909991234561|VITARIS D3 2000 J.M.|3|0,00|PROMO
L20260401A|27.02.2026|363|Apteka Hygieia 1031|dolnoslaskie|INDYWIDUALNA|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|25,41|SPRZEDAZ
L20260401A|2026-03-31|APT-000314|Melisa 1098|slaskie|sieciowa|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|2|48,49 PLN|SPRZEDAZ
L20260401A|2026-03-23|0000179|Dbam o Zdrowie Plus 1096|wielkopolskie|sieciowa|5909991234608|ALLERTIS 10|1|14,26|SPRZEDAZ
L20260401A|04.03.2026|0000306|Apteka Zielona 1046|malopolskie|Indywidualna|5909991234585|Magnovit B6 50 tabl.|1|19,02|SPRZEDAZ
L20260401A|2026-02-26|APT-000404|Apteka Zdrowie 1013|dolnoslaskie|siec|5909991234585|MAGNOVIT B-6|1|18,19|SPRZEDAZ
L20260401A|06.03.2026|0000327|Apteka Panaceum 1179|dolnoslaskie|Indywidualna|5909991234592|GINKOMAX 120|4|116,35|SPRZEDAZ
L20260401A|2026-03-31|226|Apteka Vita 1030|slaskie|INDYW|5909991234561|VITARIS D3 2000|1|23,94 PLN|SPRZEDAZ
L20260401A|2026-03-09|APT-000222|Melisa 1219|wielkopolskie|SIEC|5909991234585|Magnovit B6 50 tabl.|2|38,84|SPRZEDAZ
L20260401A|2026-03-31|APT-000135|Apteka pod Lipa 1172|slaskie|INDYWIDUALNA|5909991234561|VITARIS D3 2000|2|50,54|SPRZEDAZ
L20260401A|20/03/2026|APT-000001|Dbam o Zdrowie Plus 1340|mazowieckie|siec|5909991234578|VITARIS D3 4000|1|33,68 PLN|SPRZEDAZ
L20260401A|2026-03-16|APT-000158|Dbam o Zdrowie Plus 1090|pomorskie|Sieć|5909991234585|MAGNOVIT B6|1|19,32 PLN|SPRZEDAZ
L20260401A|2026-03-25|APT-000158|Dbam o Zdrowie Plus 1090|pomorskie|siec|5909991234592|GINKOMAX 120|3|85,82|SPRZEDAZ
L20260401A|25.03.2026|0000284|Melisa 1222|mazowieckie|sieciowa|5909991234561|VITARIS D3 2000|1|23,42|SPRZEDAZ
L20260401A|2026-02-27|0000143|Apteka Zielona 1078|malopolskie|INDYWIDUALNA|5909991234561|VITARIS D3 2000 J.M.|1|23,74|SPRZEDAZ
L20260401A|02.03.2026|47|Melisa 1229|wielkopolskie|SIEĆ |5909991234592|GINKOMAX 120|3|84,94|SPRZEDAZ
L20260401A|25.03.2026|APT-000134|Apteka Familijna 1245|wielkopolskie|sieciowa|5909991234578|VITARIS D3 4000|1|33,48|SPRZEDAZ
L20260401A|26.03.2026|50|Apteka Zielona 1159|mazowieckie|Indywidualna|5909991234578|VITARIS D3 4000|1|31,11 PLN|SPRZEDAZ
L20260401A|2026-03-03|0000142|Apteka Ratuszowa 1321|malopolskie|INDYW|5909991234578|VITARIS D3 4000|3|98,03|SPRZEDAZ
L20260401A|26.03.2026|172|Apteka Salus 1061|mazowieckie|indyw|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|24,75|SPRZEDAZ
L20260401B|2026-03-26|0000280|Dbam o Zdrowie Plus 1070|slaskie|Sieć|5909991234608|ALLERTIS 10|1|14,49|SPRZEDAZ
L20260401A|04.03.2026|APT-000308|Apteka Familijna 1192|wielkopolskie|SIEC|5909991234592|GINKOMAX 120|1|29,07|SPRZEDAZ
L20260401A|2026-03-13|272|PharmaPlus 1279|malopolskie|SIEĆ |5909991234561|VITARIS D3 2000|3|72,94|SPRZEDAZ
L20260401A|10.03.2026|APT-000049|Apteka Ratuszowa 1403|slaskie|INDYWIDUALNA|5909991234561|VITARIS D3 2000|3|73,03|SPRZEDAZ
L20260401A|2026-03-08|66|Apteka Familijna 1099|malopolskie|sieciowa|5909991234578|VITARIS D3 4000|1|31,41|SPRZEDAZ
L20260401A|25/03/2026|APT-000170|Apteka Nowa 1351|pomorskie|Indywidualna|5909991234592|GINKOMAX 120|2|0,00|PROMO
L20260401A|01.04.2026|23|Apteka Zdrowie 1405|malopolskie|SIEĆ |5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|23,46 PLN|SPRZEDAZ
L20260401A|2026-03-07|APT-000167|Apteka Hygieia 1330|mazowieckie|INDYWIDUALNA|5909991234608|ALLERTIS 10|1|15,10|SPRZEDAZ
L20260401A|05.03.2026|0000209|Apteka Hygieia 1301|wielkopolskie|Indywidualna|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|NULL|123,07|SPRZEDAZ
L20260401A|28.02.2026|APT-000161|Apteka Zdrowie 1384|slaskie|sieciowa|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|25,20|SPRZEDAZ
L20260401A|2026-03-09|384|Apteka Ratuszowa 1358|malopolskie|Indywidualna|5909991234585|Magnovit B6 50 tabl.|3|0,00|PROMO
L20260401A|17.03.2026|APT-000195|Apteka Hygieia 1363|malopolskie|Indywidualna|5909991234608|ALLERTIS 10|1|13,95|SPRZEDAZ
L20260401A|2026-04-01|APT-000260|Apteka Zdrowie 1417|malopolskie|SIEĆ |5909991234592|GINKOMAX 120MG|1|31,26|SPRZEDAZ
L20260401A|09.03.2026|APT-000363|Apteka Hygieia 1031|dolnoslaskie|niezalezna|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|33,40 PLN|SPRZEDAZ
L20260401A|2026-03-21|136|Apteka Familijna 1297|wielkopolskie|SIEC|5909991234585|MAGNOVIT B6|3|59,68 PLN|SPRZEDAZ
L20260401A|27/03/2026|0000159|Apteka pod Lipa 1131|mazowieckie|INDYWIDUALNA|5909991234592|GINKOMAX 120|1|31,02|SPRZEDAZ
L20260401A|07.03.2026|249|Apteka pod Lipa 1080|slaskie|niezalezna|5909991234608|ALLERTIS 10MG|2|27,64|SPRZEDAZ
L20260401A|2026-03-04|0000253|Dbam o Zdrowie Plus 1199|mazowieckie|siec|5909991234608|ALLERTIS 10|1|13,94|SPRZEDAZ
L20260401A|25.03.2026|351|Apteka Familijna 1258|wielkopolskie|siec|5909991234561|VITARIS D3 2000|2|48,78|SPRZEDAZ
L20260401A|2026-03-18|0000286|Apteka Familijna 1128|dolnoslaskie|Sieć|5909991234608|ALLERTIS 10|1|14,46 PLN|SPRZEDAZ
L20260401A|17/03/2026|296|Apteka Zdrowie 1184|slaskie|siec|5909991234608|ALLERTIS 10|1|14,03|SPRZEDAZ
L20260401A|2026-03-03|APT-000265|Apteka pod Lipa 1335|slaskie|Indywidualna|5909991234561|VITARIS D3 2000|1|23,73|SPRZEDAZ
L20260401A|13/03/2026|APT-000060|PharmaPlus 1413|mazowieckie|SIEĆ |5909991234578|VITARIS D3 4000|1|32,47|SPRZEDAZ
L20260401A|2026-03-30|APT-000257|PharmaPlus 1248|dolnoslaskie|SIEĆ |5909991234578|VITARIS D3 4000 J.M.|2|63,22|SPRZEDAZ
L20260401A|2026-03-15|386|Apteka Centrum 1025|wielkopolskie|indyw|5909991234592|GINKOMAX 120|2|60,15 PLN|SPRZEDAZ
L20260401A|2026-03-18|APT-000023|Apteka Zdrowie 1405|malopolskie|siec|5909991234592|GINKOMAX 120|1|31,24 PLN|SPRZEDAZ
L20260401A|2026-03-03|APT-000306|Apteka Zielona 1046|malopolskie|INDYWIDUALNA|5909991234592|GINKOMAX 120|1|29,18 PLN|SPRZEDAZ
L20260401A|31/03/2026|0000156|Dbam o Zdrowie Plus 1028|slaskie|SIEC|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|2|61,72|SPRZEDAZ
L20260401A|2026-03-02|APT-000080|Apteka Familijna 1360|malopolskie|siec|5909991234585|Magnovit B6 50 tabl.|1|19,38|SPRZEDAZ
L20260401A|2026-03-15|127|Apteka Centrum 1233|slaskie|Indywidualna|5909991234578|VITARIS D3 4000 J.M.|3|97,05 PLN|SPRZEDAZ
L20260401A|13/03/2026|239|Apteka Familijna 1162|dolnoslaskie|sieciowa|5909991234592|GINKOMAX 120|1|28,62|SPRZEDAZ
L20260401A|2026-03-19|APT-000372|Apteka Rodzinna 1314|dolnoslaskie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|2|37,94|SPRZEDAZ
L20260401A|10/03/2026|APT-000362|Apteka Centrum 1156|malopolskie|INDYWIDUALNA|5909991234578|VITARIS D3 4000|1|33,74|SPRZEDAZ
L20260401A|2026-03-25|349|PharmaPlus 1039|pomorskie|SIEĆ |5909991234592|Ginkomax 120 mg 60 tabl.|1|29,65|SPRZEDAZ
L20260401A|2026-03-27|APT-000359|Apteka Familijna 1110|dolnoslaskie|sieciowa|5909991234561|VITARIS D3 2000|1|24,24|SPRZEDAZ
L20260401A|2026-03-27|377|Apteka Familijna 1357|dolnoslaskie|SIEĆ |5909991234592|Ginkomax 120 mg 60 tabl.|2|62,13|SPRZEDAZ
L20260401A|13/03/2026|APT-000404|Apteka Zdrowie 1013|dolnoslaskie|Sieć|5909991234561|VITARIS D3 2000|1|24,98|SPRZEDAZ
L20260401A|16.03.2026|0000207|Apteka Ratuszowa 1149|mazowieckie|INDYW|5909991234592|GINKOMAX 120|2|61,13|SPRZEDAZ
L20260401A|24.03.2026|APT-000107|Apteka Sloneczna 1164|mazowieckie|indyw|5909991234592|GINKOMAX 120|1|29,27|SPRZEDAZ
L20260401A|2026-03-24|APT-000225|Apteka Hygieia 1209|pomorskie|INDYWIDUALNA|5909991234592|Ginkomax 120 mg 60 tabl.|2|57,11|SPRZEDAZ
L20260401A|10.03.2026|331|Melisa 1118|malopolskie|siec|5909991234585|Magnovit B6 50 tabl.|2|36,08|SPRZEDAZ
L20260401A|2026-03-08|APT-000383|Dbam o Zdrowie Plus 1217|pomorskie|Sieć|5909991234578|VITARIS D3 4000|1|33,89|SPRZEDAZ
L20260401A|2026-03-31|APT-000307|Melisa 1163|slaskie|SIEĆ |5909991234585|MAGNOVIT B6|1|19,44|SPRZEDAZ
L20260401A|28.03.2026|APT-000283|Apteka Zdrowie 1280|malopolskie|siec|5909991234585|MAGNOVIT B6|1|19,95|SPRZEDAZ
L20260401A|2026-02-26|0000342|Apteka Centrum 1263|malopolskie|niezalezna|5909991234592|GINKOMAX 120|1|30,44|SPRZEDAZ
L20260401A|2026-03-03|190|Apteka pod Lipa 1176|mazowieckie|INDYW|5909991234585|MAGNOVIT B6|1|19,88|SPRZEDAZ
L20260401A|11/03/2026|0000042|Apteka Sloneczna 1401|mazowieckie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|1|18,01|SPRZEDAZ
L20260401A|16/03/2026|APT-000155|Apteka Panaceum 1034|mazowieckie|niezalezna|5909991234561|VITARIS D3 2000|1|25,77|SPRZEDAZ
L20260401A|14/03/2026|296|Apteka Zdrowie 1184|slaskie|Sieć|5909991234585|MAGNOVIT B6|2|38,34|SPRZEDAZ
L20260401A|2026-03-31|0000159|Apteka pod Lipa 1131|mazowieckie|INDYW|5909991234585|Magnovit B6 50 tabl.|7|139,78|SPRZEDAZ
L20260401A|2026-03-20|294|Apteka Zdrowie 1207|wielkopolskie|Sieć|5909991234585|Magnovit B6 50 tabl.|1|18,83 PLN|SPRZEDAZ
L20260401A|18/03/2026|APT-000034|Dbam o Zdrowie Plus 1171|wielkopolskie|Sieć|5909991234585|MAGNOVIT B6|1|18,01|SPRZEDAZ
L20260401A|2026-03-12|329|Melisa 1237|dolnoslaskie|siec|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|23,81 PLN|SPRZEDAZ
L20260401A|17/03/2026|0000258|Apteka Rodzinna 1240|mazowieckie|indyw|5909991234608|ALLERTIS 10|1|15,04|SPRZEDAZ
L20260401A|2026-03-22|20|PharmaPlus 1257|mazowieckie|siec|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|26,00|SPRZEDAZ
L20260401A|2026-03-19|0000172|Apteka Salus 1061|mazowieckie|niezalezna|5909991234585|MAGNOVIT B6|2|37,07|SPRZEDAZ
L20260401A|2026-03-16|0000386|Apteka Centrum 1025|wielkopolskie|niezalezna|5909991234592|Ginkomax 120 mg 60 tabl.|3|85,10|SPRZEDAZ
L20260401A|07/03/2026|APT-000120|Apteka Hygieia 1210|dolnoslaskie|niezalezna|5909991234561|VITARIS D3 2000|2|0,00|PROMO
L20260401A|2026-03-09|APT-000179|Dbam o Zdrowie Plus 1096|wielkopolskie|sieciowa|5909991234578|VITARIS D3 4000|1|32,42|SPRZEDAZ
L20260401A|2026-03-02|0000084|PharmaPlus 1139|wielkopolskie|Sieć|5909991234585|MAGNOVIT B6|2|37,01|SPRZEDAZ
L20260401A|16.03.2026|195|Apteka Hygieia 1363|malopolskie|Indywidualna|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|2|47,50|SPRZEDAZ
L20260401A|18.03.2026|APT-000391|Apteka Centrum 1387|pomorskie|Indywidualna|5909991234561|VITARIS D3 2000|1|23,71 PLN|SPRZEDAZ
L20260401A|2026-03-25|158|Dbam o Zdrowie Plus 1090|pomorskie|Sieć|5909991234561|VITARIS D3 2000|1|24,43|SPRZEDAZ
L20260401A|2026-03-09|0000248|Apteka Sloneczna 1333|wielkopolskie|INDYW|5909991234608|Allertis 10 mg 30 tabl.|1|13,75|SPRZEDAZ
L20260401A|07.03.2026|0000403|Apteka Zdrowie 1143|wielkopolskie|sieciowa|5909991234608|ALLERTIS 10MG|3|0,00 PLN|PROMO
L20260401A|12/03/2026|419|Apteka Zielona 1375|pomorskie|indyw|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|24,26|SPRZEDAZ
L20260401A|2026-03-26|APT-000120|Apteka Hygieia 1210|dolnoslaskie|INDYW|5909991234608|ALLERTIS 10MG|1|13,64|SPRZEDAZ
L20260401A|26/03/2026|APT-000036|Dbam o Zdrowie Plus 1386|malopolskie|SIEĆ |5909991234578|VITARIS D3 4000|3|0,00|PROMO
L20260401A|2026-03-03|0000175|Dbam o Zdrowie Plus 1269|mazowieckie|SIEĆ |5909991234561|VITARIS D3 2000|3|75,14|SPRZEDAZ
L20260401A|13/03/2026|APT-000159|Apteka pod Lipa 1131|mazowieckie|Indywidualna|5909991234585|Magnovit B6 50 tabl.|1|19,59|SPRZEDAZ
L20260401A|2026-03-28|211|Apteka Zielona 1114|mazowieckie|Indywidualna|5909991234561|VITARIS D3 2000 J.M.|1|24,09|SPRZEDAZ
L20260401A|2026-03-14|APT-000239|Apteka Familijna 1162|dolnoslaskie|sieciowa|5909991234585|MAGNOVIT B6|1|18,16|SPRZEDAZ
L20260401A|12.03.2026|237|Dbam o Zdrowie Plus 1174|wielkopolskie|SIEĆ |5909991234585|Magnovit B6 50 tabl.|1|18,54 PLN|SPRZEDAZ
L20260401A|01.04.2026|296|Apteka Zdrowie 1184|slaskie|SIEC|5909991234561|VITARIS D3 2000|1|26,07|SPRZEDAZ
L20260401A|2026-03-23|APT-000085|Apteka pod Orlem 1138|pomorskie|indyw|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|33,74|SPRZEDAZ
L20260401A|26.02.2026|0000151|Apteka Hygieia 1035|mazowieckie|indyw|5909991234608|ALLERTIS 10|1|14,15|SPRZEDAZ
L20260401A|2026-03-05|168|PharmaPlus 1234|pomorskie|Sieć|5909991234561|VITARIS D3 2000 J.M.|1|25,04|SPRZEDAZ
L20260401A|10.03.2026|APT-000123|Apteka Ratuszowa 1041|malopolskie|indyw|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|26,02 PLN|SPRZEDAZ
L20260401A|2026-03-08|0000307|Melisa 1163|slaskie|SIEĆ |5909991234561|VITARIS D3 2000|1|24,37|SPRZEDAZ
L20260401A|2026-03-14|90|Melisa 1264|malopolskie|SIEĆ |5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|33,79|SPRZEDAZ
L20260401A|16/03/2026|APT-000279|Apteka Nowa 1338|malopolskie|indyw|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|25,66 PLN|SPRZEDAZ
L20260401A|2026-03-29|APT-000237|Dbam o Zdrowie Plus 1174|wielkopolskie|Sieć|5909991234561|VITARIS D3 2000 J.M.|1|24,10|SPRZEDAZ
L20260401A|2026-03-16|0000147|Apteka Zdrowie 1276|pomorskie|SIEC|5909991234585|Magnovit B6 50 tabl.|1|18,35|SPRZEDAZ
L20260401A|16.03.2026|APT-000019|Dbam o Zdrowie Plus 1087|wielkopolskie|siec|5909991234592|Ginkomax 120 mg 60 tabl.|2|61,85|SPRZEDAZ
L20260401A|2026-03-13|APT-000323|Dbam o Zdrowie Plus 1148|dolnoslaskie|SIEĆ |5909991234585|MAGNOVIT B6|2|35,98|SPRZEDAZ
L20260401A|2026-03-22|363|Apteka Hygieia 1031|dolnoslaskie|niezalezna|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|2|68,09|SPRZEDAZ
L20260401B|19/03/2026|APT-000378|Dbam o Zdrowie Plus 1408|mazowieckie|siec|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|25,79|SPRZEDAZ
L20260401A|2026-03-07|0000291|Apteka Zdrowie 1102|dolnoslaskie|SIEC|5909991234578|VITARIS D3 4000|3|102,60|SPRZEDAZ
L20260401A|18.03.2026|0000412|PharmaPlus 1014|slaskie|SIEC|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|5|117,51|SPRZEDAZ
L20260401A|2026-03-03|375|Apteka Zdrowie 1068|pomorskie|siec|5909991234578|VITARIS D3 4000|1|33,66 PLN|SPRZEDAZ
L20260401A|2026-04-02|APT-000399|PharmaPlus 1313|malopolskie|siec|5909991234585|MAGNOVIT B6|1|19,55|SPRZEDAZ
L20260401A|24.03.2026|APT-000126|Apteka Rodzinna 1055|wielkopolskie|indyw|5909991234608|Allertis 10 mg 30 tabl.|1|15,07|SPRZEDAZ
L20260401A|25.03.2026|APT-000188|Dbam o Zdrowie Plus 1216|mazowieckie|siec|5909991234608|ALLERTIS 10|1|15,25|SPRZEDAZ
L20260401A|2026-03-10|APT-000280|Dbam o Zdrowie Plus 1070|slaskie|Sieć|5909991234561|VITARIS D3 2000|1|24,52|SPRZEDAZ
L20260401A|2026-03-14|184|Apteka Familijna 1170|mazowieckie|SIEĆ |5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|25,83 PLN|SPRZEDAZ
L20260401A|2026-03-18|387|Apteka Familijna 1341|slaskie|SIEC|5909991234578|VITARIS D3 4000|1|30,70|SPRZEDAZ
L20260401A|2026-03-02|79|Apteka Sloneczna 1239|pomorskie|indyw|5909991234585|MAGNOVIT B6|3|56,26 PLN|SPRZEDAZ
L20260401A|2026-03-10|APT-000179|Dbam o Zdrowie Plus 1096|wielkopolskie|SIEĆ |5909991234585|MAGNOVIT B6|2|35,95|SPRZEDAZ
L20260401A|2026-03-03|APT-000136|Apteka Familijna 1297|wielkopolskie|SIEĆ |5909991234585|Magnovit B6 50 tabl.|1|18,27|SPRZEDAZ
L20260401A|16/03/2026|APT-000273|Apteka Zdrowie 1126|dolnoslaskie|siec|5909991234585|MAGNOVIT B6|1|18,64 PLN|SPRZEDAZ
L20260401A|2026-03-09|APT-000271|Apteka Vita 1029|malopolskie|niezalezna|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|2|46,82|SPRZEDAZ
L20260401A|2026-03-13|APT-000058|Melisa 1054|malopolskie|siec|5909991234578|VITARIS D3 4000|1|31,07|SPRZEDAZ
L20260401A|02.03.2026|APT-000295|Apteka Ratuszowa 1255|malopolskie|niezalezna|5909991234578|VITARIS D3 4000|1|31,19|SPRZEDAZ
L20260401A|03.03.2026|0000338|Apteka pod Lipa 1001|mazowieckie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|2|36,34|SPRZEDAZ
L20260401A|2026-03-10|187|Apteka Familijna 1197|mazowieckie|sieciowa|5909991234608|ALLERTIS 10|1|14,87|SPRZEDAZ
L20260401A|02.03.2026|249|Apteka pod Lipa 1080|slaskie|Indywidualna|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|2|48,54|SPRZEDAZ
L20260401A|2026-03-27|398|Apteka pod Lipa 1040|slaskie|niezalezna|5909991234585|MAGNOVIT B6|1|19,73|SPRZEDAZ
L20260401A|24.03.2026|179|Dbam o Zdrowie Plus 1096|wielkopolskie|sieciowa|5909991234585|Magnovit B6 50 tabl.|1|17,95|SPRZEDAZ
L20260401A|19/03/2026|3|PharmaPlus 1091|slaskie|Sieć|5909991234592|GINKOMAX 120|5|149,82|SPRZEDAZ
L20260401A|2026-03-02|82|Melisa 1083|pomorskie|SIEC|5909991234585|MAGNOVIT B6|1|18,33|SPRZEDAZ
L20260401A|2026-03-31|APT-000025|Melisa 1412|malopolskie|SIEĆ |5909991234592|GINKOMAX 120|1|31,49|SPRZEDAZ
L20260401B|2026-03-26|APT-000254|Dbam o Zdrowie Plus 1153|dolnoslaskie|Sieć|5909991234585|MAGNOVIT B6|1|19,26 PLN|SPRZEDAZ
L20260401A|17.03.2026|APT-000152|Apteka pod Orlem 1191|slaskie|INDYW|5909991234561|VITARIS D3 2000|1|25,88|SPRZEDAZ
L20260401A|26/03/2026|0000037|Apteka Familijna 1107|mazowieckie|siec|5909991234561|VITARIS D3 2000 J.M.|2|0,00|PROMO
L20260401A|2026-03-25|APT-000008|Apteka Sloneczna 1388|slaskie|Indywidualna|5909991234592|GINKOMAX 120|3|84,77|SPRZEDAZ
L20260401B|2026-03-26|254|Dbam o Zdrowie Plus 1153|dolnoslaskie|SIEĆ |5909991234578|VITARIS D3 4000|1|32,58|SPRZEDAZ
L20260401A|27.03.2026|97|Apteka Zdrowie 1161|malopolskie|Sieć|5909991234592|GINKOMAX 120|2|60,17|SPRZEDAZ
L20260401A|2026-03-18|0000411|Melisa 1397|mazowieckie|sieciowa|5909991234608|ALLERTIS 10|1|14,48 PLN|SPRZEDAZ
L20260401A|2026-03-17|APT-000248|Apteka Sloneczna 1333|wielkopolskie|Indywidualna|5909991234608|ALLERTIS 10|3|41,24 PLN|SPRZEDAZ
L20260401A|2026-03-11|APT-000196|Apteka Sloneczna 1009|slaskie|INDYW|5909991234608|ALLERTIS 10|1|13,64|SPRZEDAZ
L20260401A|2026-03-23|APT-000340|PharmaPlus 1086|dolnoslaskie|siec|5909991234608|ALLERTIS 10|2|28,40 PLN|SPRZEDAZ
L20260401A|2026-03-04|APT-000033|Apteka Rodzinna 1157|mazowieckie|niezalezna|5909991234561|VITARIS D3 2000|1|24,82 PLN|SPRZEDAZ
L20260401A|20.03.2026|0000244|Dbam o Zdrowie Plus 1259|malopolskie|Sieć|5909991234585|MAGNOVIT B6|1|19,02|SPRZEDAZ
L20260401A|2026-03-19|40|PharmaPlus 1367|wielkopolskie|Sieć|5909991234608|Allertis 10 mg 30 tabl.|1|15,22|SPRZEDAZ
L20260401A|27.03.2026|APT-000198|Apteka Rodzinna 1337|dolnoslaskie|niezalezna|5909991234561|VITARIS D3 2000|1|24,47|SPRZEDAZ
